iterations,iterations_proportions,trainLosses,validLosses
2432,0.19998355398404735,1.0560101983872683,0.7395704973952915
4864,0.3999671079680947,0.8746808802610949,0.664682907761291
7296,0.5999506619521421,0.7972178789991232,0.6207151316173269
9728,0.7999342159361894,0.7514164300702856,0.5940703087425354
12160,0.9999177699202368,0.7188487287831345,0.5727440238534562
14593,1.1999835539840473,0.5920247037184277,0.5606160924814173
17025,1.3999671079680946,0.5661168890380252,0.5449119800168528
19457,1.5999506619521422,0.5512491597941047,0.539237456656849
21889,1.7999342159361895,0.5412349553784894,0.5279075598227044
24321,1.9999177699202368,0.5325593190904903,0.5267480911354657
26754,2.1999835539840475,0.510371426500282,0.5199554186883419
29186,2.3999671079680946,0.4879766131236561,0.5242230282362373
31618,2.599950661952142,0.4746489641174935,0.5324089690870742
34050,2.7999342159361893,0.4651436817259405,0.5251135472232172
36482,2.999917769920237,0.4567343205017479,0.5439646224537924
38915,3.1999835539840475,0.44750776181708235,0.5224649457019468
