iterations,iterations_proportions,trainLosses,validLosses
1285,0.19987556385129882,1.7374967535182195,1.1185003228303863
2570,0.39975112770259763,1.3747348496190306,0.9363040124497762
3855,0.5996266915538964,1.217511489233618,0.8624076741497692
5140,0.7995022554051953,1.1239541335792393,0.8218128048792118
6425,0.999377819256494,1.0596815108046922,0.7870907274688163
7714,1.1998755638512988,0.8655553630817725,0.7780302915631271
8999,1.3997511277025976,0.7974402823220895,0.745268125359605
10284,1.5996266915538964,0.7651470616324557,0.7332160782523272
11569,1.7995022554051952,0.7422859947911032,0.7207801349279357
12854,1.999377819256494,0.7238823802229959,0.7186985085650188
14143,2.199875563851299,0.7167193059791387,0.7119453917189342
15428,2.3997511277025976,0.6583592294834931,0.720178881069509
16713,2.5996266915538966,0.6306172026347867,0.7167735269883784
17998,2.799502255405195,0.6104410027367596,0.7165622917617239
19283,2.999377819256494,0.5936054374782028,0.737162346520075
20572,3.199875563851299,0.5973429953541737,0.7202682720451821
