iterations,iterations_proportions,trainLosses,validLosses
1830,0.19993444772205834,0.9835918861823004,0.6472584166530843
3660,0.3998688954441167,0.8015937087477231,0.5924939956952436
5490,0.599803343166175,0.7269118913373009,0.560366584206275
7320,0.7997377908882334,0.6823547976386677,0.5383147042250997
9150,0.9996722386102918,0.6530413508936356,0.5218198094991351
10983,1.1999344477220584,0.5459019800678628,0.5132347899402139
12813,1.3998688954441167,0.5227237741396726,0.5074768806657484
14643,1.5998033431661751,0.5094884166680616,0.500496832947982
16473,1.7997377908882333,0.49843153852379063,0.49387696162751654
18303,1.9996722386102916,0.48996675977127147,0.4886277135341398
20136,2.1999344477220584,0.47183943469016276,0.4860527937400118
21966,2.3998688954441167,0.4493564250934971,0.4893712490442856
23796,2.599803343166175,0.4361271846028408,0.49431651360110235
25626,2.7997377908882335,0.42500311346327674,0.4981668430091165
27456,2.999672238610292,0.41592461239444756,0.49708608754219546
29289,3.1999344477220584,0.4032239704021339,0.4911188899661163
