iterations,iterations_proportions,trainLosses,validLosses
1533,0.19997391077485,1.5121839675962419,1.103701170745904
3066,0.3999478215497,1.277240457075216,1.0019098754093898
4599,0.5999217323245499,1.178132457120389,0.9681532923283616
6132,0.7998956430994,1.118935868017672,0.9302585452068143
7665,0.9998695538742499,1.0802835910365385,0.9112014911039089
9199,1.19997391077485,0.9486270240141688,0.9102458729734265
10732,1.3999478215496999,0.9085510715074346,0.8886365384105744
12265,1.59992173232455,0.8875947102667794,0.8834757611034362
13798,1.7998956430994,0.8713239485523083,0.8688015601014704
15331,1.99986955387425,0.8601101779502276,0.8634649942803189
16865,2.19997391077485,0.8478375988230547,0.8685063174585017
18398,2.3999478215497,0.8085956281684071,0.871346691153883
19931,2.59992173232455,0.7882339476981768,0.873426652051569
21464,2.7998956430993998,0.7717695224007126,0.8647735461713822
22997,2.99986955387425,0.7599126035531051,0.8704233598418352
