iterations,iterations_proportions,trainLosses,validLosses
1245,0.1999357636100851,0.9376890979138723,0.6964819042612255
2490,0.3998715272201702,0.7993027907657815,0.6381160906098774
3735,0.5998072908302553,0.7341616455171323,0.5825862060844975
4980,0.7997430544403404,0.6947517436551282,0.5612406735625285
6225,0.9996788180504256,0.6672599606724628,0.5469198718150559
7472,1.1999357636100851,0.5398658416596761,0.5368332750377973
8717,1.3998715272201703,0.5323535915239748,0.5301157532209609
9962,1.5998072908302554,0.5254090616900917,0.5244428677644595
11207,1.7997430544403406,0.5202450115757294,0.5233673278495803
12452,1.9996788180504255,0.5151777014770661,0.523994095747829
13699,2.199935763610085,0.48219505464695545,0.5202216305154279
14944,2.3998715272201703,0.4763185800558113,0.5262750088020834
16189,2.599807290830255,0.47037571134816214,0.530314034499008
17434,2.7997430544403406,0.4656360118085122,0.5314075061537334
18679,2.9996788180504255,0.46053268070201797,0.5417689607981999
19926,3.199935763610085,0.4267587743609785,0.5410197760541571
