iterations,iterations_proportions,trainLosses,validLosses
1531,0.19994776021940708,1.6647383215612714,1.1913295452440134
3062,0.39989552043881416,1.3780916401523924,1.0435960188071598
4593,0.5998432806582212,1.2492383175910544,0.9621638777864528
6124,0.7997910408776283,1.171280107959122,0.9130664023270667
7655,0.9997388010970354,1.1170681815377876,0.8957663839332229
9188,1.199947760219407,0.8594915558122327,0.8716624209571583
10719,1.3998955204388142,0.8459821919029169,0.8465275331147046
12250,1.5998432806582212,0.8330965654382305,0.8409124709447557
13781,1.7997910408776283,0.8225234545850038,0.8267388316377935
15312,1.9997388010970354,0.8123766198491521,0.8337433636811986
16845,2.1999477602194073,0.74925879214341,0.8308645633972839
18376,2.399895520438814,0.7416537851387188,0.8190344974211569
19907,2.5998432806582215,0.7335711039283191,0.8312681908388018
21438,2.7997910408776283,0.7271137939781865,0.8290547729785472
22969,2.9997388010970356,0.720854512676548,0.8337348088559745
24502,3.1999477602194073,0.6780991175453465,0.8443944914321021
26033,3.399895520438814,0.6721379709722636,0.8422229143490851
